iso3c,country_name,year,trade_rank_row_present,trade_rank_observed,n_top_ties,top_partner,top_export_value,rank_CHN,rank_USA,china_top_status,previous_china_top_status,china_top_period_start,china_top_period_id,unga_row_present,outcome_observed,ideal_point_all,q50_percent_all,china_ideal,abs_distance_china,us_agree,china_agree,qualifying_period,china_top,country_role,first_qualifying_entry,first_treat,n_qualifying_periods,main_risk_set_eligible,main_estimation_candidate,untreated_observations,treated_observations,main_estimation_included,row_status
AFG,Afghanistan,1990,TRUE,TRUE,1,DEU,22.149000000000008,,9,0,,FALSE,,TRUE,TRUE,-1.064179,-1.058384,-0.143984,0.9144,0.1084337,0.9036145,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1991,TRUE,TRUE,1,DEU,21.31,30,5,0,0,FALSE,,TRUE,TRUE,-0.900761,-0.8905314,-0.2905311,0.6000003,0.1363636,0.9047619,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1992,TRUE,TRUE,1,DEU,16.480000000000008,9,12,0,0,FALSE,,TRUE,TRUE,-0.4803961,-0.4732572,-0.7378384,0.2645812,0.1690141,0.8529412,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1993,TRUE,TRUE,1,DEU,15.147999999999994,8,6,0,0,FALSE,,TRUE,TRUE,-0.8035896,-0.7994363,-1.468695,0.6692587000000001,0.1851852,0.8846154,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1994,TRUE,TRUE,1,BLX,30.989,2,5,0,0,FALSE,,TRUE,TRUE,-1.167687,-1.167495,-1.684626,0.517131,0.245614,0.8545455,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1995,TRUE,TRUE,1,BLX,18.823653,2,6,0,0,FALSE,,TRUE,TRUE,-0.7848583,-0.7769046,-1.565179,0.7882744000000002,0.2,0.8955224,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1996,TRUE,TRUE,1,USA,17.502862999999998,8,1,0,0,FALSE,,TRUE,TRUE,-1.172654,-1.171739,-1.316512,0.14477299999999982,0.2413793,0.8793103,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1997,TRUE,TRUE,1,PAK,15.365,21,5,0,0,FALSE,,TRUE,TRUE,-0.8165983,-0.8179262,-1.181073,0.3631468,0.1803279,0.8852459,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1998,TRUE,TRUE,1,IND,31.241001,35,4,0,0,FALSE,,TRUE,TRUE,-0.9231253,-0.910236,-0.4062771,0.5039589,0.2439024,0.7948718,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,1999,TRUE,TRUE,1,PAK,24.334,10,5,0,0,FALSE,,TRUE,TRUE,-0.9708978,-0.9742774,-0.6530834,0.321194,0.1538462,0.8076923,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2000,TRUE,TRUE,1,IND,26.834188,7,30,0,0,FALSE,,TRUE,TRUE,-0.6304864,-0.6136057,-0.7212266,0.10762090000000002,0.1612903,0.9032258,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2001,TRUE,TRUE,1,IND,19.210476,35,33,0,0,FALSE,,TRUE,TRUE,-0.9014211,-0.8966497,-0.5587573,0.3378924,0.1282051,0.8205128,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2002,TRUE,TRUE,1,IND,18.121080999999997,50,24,0,0,FALSE,,TRUE,TRUE,-0.6673097,-0.6478865,-0.5099596,0.13792690000000007,0.125,0.85,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2003,TRUE,TRUE,1,USA,52.398728,22,1,0,0,FALSE,,TRUE,TRUE,-0.8798476,-0.8698571,-0.9323112,0.06245409999999996,0.1355932,0.8983051,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2004,TRUE,TRUE,1,IND,43.41327599999999,19,10,0,0,FALSE,,TRUE,TRUE,-0.7398964,-0.7304373,-0.817833,0.08739570000000008,0.08474576,0.8983051,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2005,TRUE,TRUE,1,IND,61.306096000000004,20,2,0,0,FALSE,,TRUE,TRUE,-0.800489,-0.7883149,-0.7103264,0.07798850000000002,0.1076923,0.9384615,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2006,TRUE,TRUE,1,PAK,40.071355,45,6,0,0,FALSE,,TRUE,TRUE,-0.3586933,-0.3579254,-0.8486401,0.4907147,0.1204819,0.8795181,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2007,TRUE,TRUE,1,IND,98.100293,19,7,0,0,FALSE,,TRUE,TRUE,-0.5824488,-0.5787488,-0.613176,0.0344272000000001,0.09210526,0.92,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2008,TRUE,TRUE,1,IND,138.255979,16,6,0,0,FALSE,,TRUE,TRUE,-0.6635785,-0.6602896,-0.6454301,0.014859500000000025,0.09722222,0.8857143,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2009,TRUE,TRUE,1,NGA,799.0384349999999,24,6,0,0,FALSE,,TRUE,TRUE,-0.7292879,-0.7250944,-0.6217243,0.10337010000000002,0.1147541,0.9016393,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2010,TRUE,TRUE,1,IND,119.26227799999998,16,6,0,0,FALSE,,TRUE,TRUE,-0.8581736,-0.8504526,-0.8489467,0.001505899999999949,0.171875,0.9375,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2011,TRUE,TRUE,1,PAK,130.11484699999997,13,10,0,0,FALSE,,TRUE,TRUE,-0.6605236,-0.6591536,-0.754455,0.09530139999999998,0.2238806,0.8656716,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2012,TRUE,TRUE,1,PAK,235.11607999999998,9,6,0,0,FALSE,,TRUE,TRUE,-0.8060836,-0.7991002,-0.8510257,0.05192549999999996,0.1911765,0.8636364,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2013,TRUE,TRUE,1,PAK,307.51532699999996,9,7,0,0,FALSE,,TRUE,TRUE,-0.7976991,-0.7907005,-0.5016398,0.28906070000000006,0.1333333,0.9,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2014,TRUE,TRUE,1,PAK,390.8235930000001,4,10,0,0,FALSE,,TRUE,TRUE,-0.865566,-0.8631241,-0.8419434,0.02118069999999994,0.1688312,0.8947368,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2015,TRUE,TRUE,1,PAK,384.369175,6,4,0,0,FALSE,,TRUE,TRUE,-0.8095695,-0.8053447,-0.2373872,0.5679575,0.1594203,0.7826087,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2016,TRUE,TRUE,1,PAK,365.053908,12,6,0,0,FALSE,,TRUE,TRUE,-0.6965809,-0.6848294,-0.4583549,0.22647450000000002,0.2285714,0.7971014,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2017,TRUE,TRUE,1,PAK,449.559581,9,7,0,0,FALSE,,TRUE,TRUE,-0.9535721,-0.9438157,-0.3641752,0.5796405,0.1428571,0.8452381,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2018,TRUE,TRUE,1,PAK,505.724665,5,4,0,0,FALSE,,TRUE,TRUE,-0.9352317,-0.9287706,-0.5071276,0.421643,0.1341463,0.8375,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2019,TRUE,TRUE,1,ARE,1005.1938559999999,4,5,0,0,FALSE,,TRUE,TRUE,-0.5745127,-0.5644716,-0.3713594,0.19311219999999996,0.1395349,0.8333333,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2020,TRUE,TRUE,1,ARE,573.253399,4,8,0,0,FALSE,,TRUE,TRUE,-0.5876253,-0.576675,-0.5869334,0.0102584,0.1590909,0.8275862,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2021,TRUE,TRUE,1,PAK,630.4956099999999,5,8,0,0,FALSE,,TRUE,TRUE,-0.7611563,-0.7362321,-0.2669331,0.46929899999999997,0.1515152,0.8333333,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AFG,Afghanistan,2022,TRUE,TRUE,1,PAK,937.5231050000001,3,6,0,0,FALSE,,TRUE,TRUE,-0.2941684,-0.2833856,-1.086565,0.8031794,0.2857143,0.7741935,FALSE,0,never_observed_china_top_control,,0,0,TRUE,TRUE,33,0,TRUE,included_estimation
AGO,Angola,1990,TRUE,TRUE,1,DEU,249.88899999999998,,20,0,,FALSE,,TRUE,TRUE,-1.149934,-1.147905,-0.143984,1.003921,0.1351351,0.9189189,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1991,TRUE,TRUE,1,USA,1911.481742,12,1,0,0,FALSE,,TRUE,TRUE,-0.9850681,-0.9757226,-0.2905311,0.6851915,0.09433962,0.9423077,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1992,TRUE,TRUE,1,USA,2394.191383,6,1,0,0,FALSE,,TRUE,TRUE,-0.8888928,-0.8881392,-0.7378384,0.1503008,0.1304348,0.9242424,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1993,TRUE,TRUE,1,USA,2222.3197160000004,2,1,0,0,FALSE,,TRUE,TRUE,-0.7296854,-0.724406,-1.468695,0.7442890000000001,0.14,0.8958333,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1994,TRUE,TRUE,1,USA,2123.1187729999997,8,1,0,0,FALSE,,TRUE,TRUE,-0.2314974,-0.2276039,-1.684626,1.4570220999999999,0.2162162,0.8108108,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1995,TRUE,TRUE,1,USA,2304.4742210000004,4,1,0,0,FALSE,,TRUE,TRUE,-0.6451551,-0.6387971,-1.565179,0.9263819000000001,0.2857143,0.8181818,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1996,TRUE,TRUE,1,USA,2761.8209970000003,2,1,0,0,FALSE,,TRUE,TRUE,-0.694236,-0.6872248,-1.316512,0.6292871999999999,0.2318841,0.8695652,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1997,TRUE,TRUE,1,USA,2879.665281,2,1,0,0,FALSE,,TRUE,TRUE,-0.67882,-0.6812711,-1.181073,0.4998019,0.1333333,0.8444444,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1998,TRUE,TRUE,1,USA,2375.933122,4,1,0,0,FALSE,,TRUE,TRUE,-0.3374954,-0.333975,-0.4062771,0.07230209999999998,0.1896552,0.7719298,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,1999,TRUE,TRUE,1,USA,2497.3999089999998,4,1,0,0,FALSE,,TRUE,TRUE,-0.7279442,-0.7248826,-0.6530834,0.07179920000000006,0.1515152,0.8181818,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2000,TRUE,TRUE,1,USA,3549.831755,2,1,0,0,FALSE,,TRUE,TRUE,-0.3291657,-0.3244792,-0.7212266,0.39674740000000003,0.2941176,0.7647059,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2001,TRUE,TRUE,1,USA,3089.7915989999997,2,1,0,0,FALSE,,TRUE,TRUE,-0.2570397,-0.2539489,-0.5587573,0.30480840000000003,0.1639344,0.8166667,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2002,TRUE,TRUE,1,USA,3278.758804,2,1,0,0,FALSE,,TRUE,TRUE,-0.6935406,-0.6765141,-0.5099596,0.16655450000000005,0.09090909,0.859375,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2003,TRUE,TRUE,1,USA,4503.895450999999,2,1,0,0,FALSE,,TRUE,TRUE,-0.3048019,-0.2935726,-0.9323112,0.6387385999999999,0.1846154,0.84375,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2004,TRUE,TRUE,1,USA,4787.430181999999,2,1,0,0,FALSE,,TRUE,TRUE,-0.5071369,-0.5042626,-0.817833,0.3135704,0.09433962,0.8461538,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2005,TRUE,TRUE,1,USA,8837.070169,2,1,0,0,FALSE,,TRUE,TRUE,-0.4743729,-0.4706532,-0.7103264,0.23967320000000003,0.08571429,0.8611111,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2006,TRUE,TRUE,1,USA,12164.879734,2,1,0,0,FALSE,,TRUE,TRUE,-0.4266996,-0.4220932,-0.8486401,0.4265469,0.08536585,0.85,FALSE,0,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2007,TRUE,TRUE,1,CHN,12927.959961,1,2,1,0,TRUE,1,TRUE,TRUE,-0.2849307,-0.2827992,-0.613176,0.3303768000000001,0.07692308,0.8269231,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2008,TRUE,TRUE,1,CHN,22382.496452,1,2,1,1,FALSE,1,TRUE,TRUE,-0.5776175,-0.5750594,-0.6454301,0.07037070000000001,0.07042254,0.8405797,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2009,TRUE,TRUE,1,CHN,14690.742374000001,1,2,1,1,FALSE,1,TRUE,TRUE,-0.6254563,-0.6157134,-0.6217243,0.006010900000000041,0.0952381,0.8888889,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2010,TRUE,TRUE,1,CHN,22845.656581000007,1,2,1,1,FALSE,1,TRUE,TRUE,-0.6735328,-0.6680946,-0.8489467,0.18085210000000007,0.1311475,0.8833333,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2011,TRUE,TRUE,1,CHN,24922.060857,1,2,1,1,FALSE,1,TRUE,TRUE,-0.7121063,-0.7111759,-0.754455,0.043279100000000015,0.1525424,0.8135593,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2012,TRUE,TRUE,1,CHN,33636.633761000005,1,2,1,1,FALSE,1,TRUE,TRUE,-0.7240172,-0.714995,-0.8510257,0.13603069999999995,0.1363636,0.828125,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2013,TRUE,TRUE,1,CHN,32165.338377999997,1,2,1,1,FALSE,1,TRUE,TRUE,-0.7494722,-0.740141,-0.5016398,0.23850120000000008,0.1147541,0.8852459,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2014,TRUE,TRUE,1,CHN,31135.640927000004,1,2,1,1,FALSE,1,TRUE,TRUE,-0.71422890000000006,-0.7101881,-0.8419434,0.13175530000000002,0.1558442,0.8684211,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2015,TRUE,TRUE,1,CHN,16004.024284000005,1,3,1,1,FALSE,1,TRUE,TRUE,-1.118395,-1.116233,-0.2373872,0.8788458,0.08695652,0.8666667,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2016,TRUE,TRUE,1,CHN,13967.830479999997,1,2,1,1,FALSE,1,TRUE,TRUE,-0.9256582,-0.9242608,-0.4583549,0.4659059,0.1866667,0.7432432,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2017,TRUE,TRUE,1,CHN,20701.946867,1,3,1,1,FALSE,1,TRUE,TRUE,-0.5857179,-0.5797108,-0.3641752,0.2155356,0.09195402,0.8275862,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2018,TRUE,TRUE,1,CHN,25833.349166000004,1,3,1,1,FALSE,1,TRUE,TRUE,-0.5907919,-0.5840494,-0.5071276,0.07692180000000004,0.1234568,0.8101266,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2019,TRUE,TRUE,1,CHN,23844.386480999998,1,6,1,1,FALSE,1,TRUE,TRUE,-0.5974092,-0.5873171,-0.3713594,0.21595770000000003,0.1264368,0.8255814,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2020,TRUE,TRUE,1,CHN,14761.93298,1,7,1,1,FALSE,1,TRUE,TRUE,-0.4637431,-0.4506969,-0.5869334,0.13623650000000004,0.1234568,0.7594937,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2021,TRUE,TRUE,1,CHN,21042.282730000003,1,5,1,1,FALSE,1,TRUE,TRUE,-0.5928409,-0.5845803,-0.2669331,0.3176472000000001,0.1866667,0.8026316,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AGO,Angola,2022,TRUE,TRUE,1,CHN,23259.721407999998,1,9,1,1,FALSE,1,TRUE,TRUE,-0.581859,-0.5804266,-1.086565,0.5061384,0.2674419,0.7411765,TRUE,1,treated_qualifying,2007,2007,1,TRUE,TRUE,17,16,TRUE,included_estimation
AIA,Anguilla,1990,TRUE,TRUE,1,ESP,0.050097,,,0,,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1991,TRUE,TRUE,1,USA,1.365133,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1992,TRUE,TRUE,1,USA,0.040310000000000006,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1993,TRUE,TRUE,1,THA,5.389049,,6,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1994,TRUE,TRUE,1,VEN,1.2696969999999999,,10,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1995,TRUE,TRUE,1,VEN,3.0188720000000004,,8,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1996,TRUE,TRUE,1,UKR,3.0352100000000006,,10,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1997,TRUE,TRUE,1,AZE,1.842172,,5,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1998,TRUE,TRUE,1,USA,1.7603589999999998,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,1999,TRUE,TRUE,1,USA,1.652365,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2000,TRUE,TRUE,1,USA,2.7439089999999995,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2001,TRUE,TRUE,1,USA,1.2443790000000003,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2002,TRUE,TRUE,1,USA,2.0305559999999994,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2003,TRUE,TRUE,1,UKR,2.8771099999999996,,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2004,TRUE,TRUE,1,ANT,2.6821919999999997,43,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2005,TRUE,TRUE,1,CHL,4.392879999999999,,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2006,TRUE,TRUE,1,ANT,6.128417999999999,58,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2007,TRUE,TRUE,1,USA,5.950797000000001,61,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2008,TRUE,TRUE,1,USA,5.342909,70,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2009,TRUE,TRUE,1,USA,5.325217,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2010,TRUE,TRUE,1,USA,1.9059949999999999,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2011,TRUE,TRUE,1,USA,3.9702239999999995,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2012,TRUE,TRUE,1,USA,3.339157,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2013,TRUE,TRUE,1,AZE,4.719100000000001,,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2014,TRUE,TRUE,1,AZE,5.86227,,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2015,TRUE,TRUE,1,USA,4.984164,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2016,TRUE,TRUE,1,THA,3.9883809999999995,,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2017,TRUE,TRUE,1,USA,3.8915450000000003,,1,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2018,TRUE,TRUE,1,CHL,5.089991000000001,,2,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2019,TRUE,TRUE,1,CHL,25.241622000000003,,3,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2020,TRUE,TRUE,1,CHL,24.624060000000004,,4,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2021,TRUE,TRUE,1,CHL,23.23505,,6,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
AIA,Anguilla,2022,TRUE,TRUE,1,CHL,16.510428000000005,,6,0,0,FALSE,,FALSE,FALSE,,,,,,,FALSE,0,never_observed_china_top_control,,0,0,TRUE,FALSE,0,0,FALSE,risk_set_missing_outcome
